product_name,sku,category,unit_price,cost_price,current_stock,min_stock_level,description
Product 673,SKU823035,Beauty,2272.42,1459.84,339,40,Product 673 high quality beauty item
Product 674,SKU582868,Electronics,966.95,806.22,34,17,Product 674 high quality electronics item
Product 675,SKU876229,Grocery,3104.97,2388.4,412,40,Product 675 high quality grocery item
Product 676,SKU444477,Grocery,1917.61,1210.93,374,16,Product 676 high quality grocery item
Product 677,SKU489925,Home,1456.44,911.67,492,30,Product 677 high quality home item
Product 678,SKU140647,Sports,4452.79,3614.96,269,41,Product 678 high quality sports item
Product 679,SKU549534,Clothing,867.11,564.49,291,31,Product 679 high quality clothing item
Product 680,SKU789685,Sports,702.22,461.38,492,17,Product 680 high quality sports item
Product 681,SKU825229,Electronics,2391.02,1737.71,328,25,Product 681 high quality electronics item
Product 682,SKU578043,Beauty,4595.12,3555.88,17,50,Product 682 high quality beauty item
Product 683,SKU286857,Electronics,4056.81,2523.37,38,46,Product 683 high quality electronics item
Product 684,SKU361300,Sports,3855.86,3172.88,479,13,Product 684 high quality sports item
Product 685,SKU417779,Beauty,2195.92,1564.78,49,22,Product 685 high quality beauty item
Product 686,SKU735267,Grocery,4716.59,3273.33,414,19,Product 686 high quality grocery item
Product 687,SKU719825,Beauty,2475.3,1573.1,204,25,Product 687 high quality beauty item
Product 688,SKU724150,Home,757.88,642.52,177,16,Product 688 high quality home item
Product 689,SKU949424,Home,3074.15,2190.63,419,24,Product 689 high quality home item
Product 690,SKU149082,Clothing,4240.0,3327.17,134,12,Product 690 high quality clothing item
Product 691,SKU020019,Beauty,4073.81,3134.47,303,38,Product 691 high quality beauty item
Product 692,SKU326322,Sports,584.78,379.84,38,29,Product 692 high quality sports item
Product 693,SKU832896,Electronics,1948.88,1623.37,231,30,Product 693 high quality electronics item
Product 694,SKU751940,Beauty,3742.41,2616.58,52,38,Product 694 high quality beauty item
Product 695,SKU865831,Electronics,3958.21,2393.75,238,18,Product 695 high quality electronics item
Product 696,SKU528100,Home,2801.33,2137.94,325,34,Product 696 high quality home item
Product 697,SKU855252,Sports,3572.34,2195.02,10,22,Product 697 high quality sports item
Product 698,SKU497290,Clothing,3088.1,2092.57,484,16,Product 698 high quality clothing item
Product 699,SKU973982,Clothing,4724.01,3898.87,13,28,Product 699 high quality clothing item
Product 700,SKU465704,Sports,3023.94,2463.97,275,17,Product 700 high quality sports item
Product 701,SKU963433,Grocery,4031.54,2968.0,326,33,Product 701 high quality grocery item
Product 702,SKU036607,Clothing,171.92,139.33,258,41,Product 702 high quality clothing item
Product 703,SKU047265,Clothing,469.79,334.22,227,10,Product 703 high quality clothing item
Product 704,SKU531009,Home,2854.61,2409.4,303,32,Product 704 high quality home item
Product 705,SKU940950,Beauty,929.32,745.39,268,18,Product 705 high quality beauty item
Product 706,SKU311944,Electronics,4262.09,3356.24,97,44,Product 706 high quality electronics item
Product 707,SKU092435,Clothing,3686.22,3072.02,250,38,Product 707 high quality clothing item
Product 708,SKU468934,Sports,4382.27,3095.41,296,26,Product 708 high quality sports item
Product 709,SKU180385,Sports,1966.27,1445.44,86,49,Product 709 high quality sports item
Product 710,SKU890343,Clothing,4118.82,3396.79,393,30,Product 710 high quality clothing item
Product 711,SKU236904,Sports,4142.11,2755.65,479,41,Product 711 high quality sports item
Product 712,SKU684908,Home,616.58,471.07,358,44,Product 712 high quality home item
Product 713,SKU027745,Home,4024.95,3099.26,33,15,Product 713 high quality home item
Product 714,SKU821202,Home,260.83,188.65,48,44,Product 714 high quality home item
Product 715,SKU347731,Home,4820.68,2947.61,164,14,Product 715 high quality home item
Product 716,SKU246308,Grocery,4268.91,3443.48,218,12,Product 716 high quality grocery item
Product 717,SKU238035,Sports,3703.18,2248.71,136,27,Product 717 high quality sports item
Product 718,SKU007428,Electronics,4709.99,3700.29,4,39,Product 718 high quality electronics item
Product 719,SKU037444,Home,4602.85,2881.31,460,37,Product 719 high quality home item
Product 720,SKU876441,Electronics,2572.69,1997.3,408,47,Product 720 high quality electronics item
Product 721,SKU878567,Beauty,508.55,329.97,124,10,Product 721 high quality beauty item
Product 722,SKU644294,Home,3062.34,2365.12,496,38,Product 722 high quality home item
Product 723,SKU792769,Beauty,1639.45,1309.82,483,45,Product 723 high quality beauty item
Product 724,SKU237577,Grocery,522.66,331.05,213,32,Product 724 high quality grocery item
Product 725,SKU560696,Electronics,159.75,129.7,247,34,Product 725 high quality electronics item
Product 726,SKU714718,Home,648.12,418.23,13,45,Product 726 high quality home item
Product 727,SKU762862,Home,4792.7,3399.34,208,45,Product 727 high quality home item
Product 728,SKU759939,Clothing,4078.96,2547.56,25,26,Product 728 high quality clothing item
Product 729,SKU709946,Electronics,3346.02,2377.72,170,21,Product 729 high quality electronics item
Product 730,SKU964611,Electronics,4913.32,4125.52,166,42,Product 730 high quality electronics item
Product 731,SKU712467,Grocery,3658.26,2784.0,465,28,Product 731 high quality grocery item
Product 732,SKU451865,Grocery,690.06,448.18,132,29,Product 732 high quality grocery item
Product 733,SKU447617,Clothing,2175.61,1668.66,193,20,Product 733 high quality clothing item
Product 734,SKU724637,Beauty,3403.38,2262.45,215,47,Product 734 high quality beauty item
Product 735,SKU573625,Beauty,1096.04,855.31,360,20,Product 735 high quality beauty item
Product 736,SKU852353,Beauty,4858.07,3709.3,327,31,Product 736 high quality beauty item
Product 737,SKU094899,Beauty,2387.12,1471.32,95,34,Product 737 high quality beauty item
Product 738,SKU947491,Clothing,2373.32,1646.51,463,13,Product 738 high quality clothing item
Product 739,SKU731219,Beauty,4618.59,3316.31,413,20,Product 739 high quality beauty item
Product 740,SKU022056,Clothing,1821.26,1220.25,148,37,Product 740 high quality clothing item
Product 741,SKU270596,Sports,4531.3,3348.3,49,42,Product 741 high quality sports item
Product 742,SKU695673,Home,1044.11,867.93,84,11,Product 742 high quality home item
Product 743,SKU741191,Electronics,4782.32,3979.96,270,18,Product 743 high quality electronics item
Product 744,SKU916163,Clothing,2248.63,1481.46,388,33,Product 744 high quality clothing item
Product 745,SKU128983,Beauty,4697.71,3247.51,266,50,Product 745 high quality beauty item
Product 746,SKU058234,Electronics,752.55,548.42,332,32,Product 746 high quality electronics item
Product 747,SKU854854,Grocery,2756.01,1863.88,180,36,Product 747 high quality grocery item
Product 748,SKU425550,Grocery,3892.38,2414.93,149,18,Product 748 high quality grocery item
Product 749,SKU596271,Home,3879.51,2651.19,231,12,Product 749 high quality home item
Product 750,SKU191930,Grocery,623.21,497.57,383,33,Product 750 high quality grocery item
Product 751,SKU917872,Sports,2006.39,1657.98,36,50,Product 751 high quality sports item
Product 752,SKU829050,Clothing,4846.47,3850.84,191,50,Product 752 high quality clothing item
Product 753,SKU486734,Grocery,2445.33,2046.44,65,38,Product 753 high quality grocery item
Product 754,SKU124384,Electronics,4662.25,2822.27,200,40,Product 754 high quality electronics item
Product 755,SKU803613,Beauty,4758.05,3718.87,42,46,Product 755 high quality beauty item
Product 756,SKU766110,Sports,3411.58,2217.61,218,11,Product 756 high quality sports item
Product 757,SKU941461,Grocery,1939.01,1172.58,6,37,Product 757 high quality grocery item
Product 758,SKU175559,Electronics,2537.17,1964.62,11,10,Product 758 high quality electronics item
Product 759,SKU775702,Home,4370.7,2875.38,131,18,Product 759 high quality home item
Product 760,SKU952133,Beauty,4113.66,2784.53,327,32,Product 760 high quality beauty item
Product 761,SKU200245,Home,839.79,602.33,15,50,Product 761 high quality home item
Product 762,SKU235719,Sports,4453.93,2677.03,159,16,Product 762 high quality sports item
Product 763,SKU324944,Electronics,1221.57,734.73,344,45,Product 763 high quality electronics item
Product 764,SKU793765,Beauty,2399.49,1816.88,297,22,Product 764 high quality beauty item
Product 765,SKU968171,Beauty,584.29,492.01,112,40,Product 765 high quality beauty item
Product 766,SKU542706,Clothing,2275.14,1806.23,276,46,Product 766 high quality clothing item
Product 767,SKU616543,Sports,4953.68,3334.32,360,38,Product 767 high quality sports item
Product 768,SKU884000,Electronics,4178.39,3377.62,349,21,Product 768 high quality electronics item
Product 769,SKU470073,Beauty,1752.81,1331.17,207,23,Product 769 high quality beauty item
Product 770,SKU002073,Electronics,2210.3,1704.77,332,49,Product 770 high quality electronics item
Product 771,SKU289632,Grocery,1228.17,1025.86,17,36,Product 771 high quality grocery item
Product 772,SKU695160,Clothing,1269.58,957.15,330,41,Product 772 high quality clothing item
Product 773,SKU743597,Electronics,4753.4,3557.08,282,18,Product 773 high quality electronics item
Product 774,SKU199720,Home,3652.89,2827.42,23,43,Product 774 high quality home item
Product 775,SKU493047,Beauty,2485.33,1649.57,321,45,Product 775 high quality beauty item
Product 776,SKU205312,Beauty,1616.53,1222.52,142,14,Product 776 high quality beauty item
Product 777,SKU811154,Electronics,4195.49,2890.41,465,27,Product 777 high quality electronics item
Product 778,SKU741393,Beauty,3181.0,2406.89,410,20,Product 778 high quality beauty item
Product 779,SKU103402,Beauty,1641.22,1046.2,149,21,Product 779 high quality beauty item
Product 780,SKU241193,Electronics,2384.1,1919.5,103,10,Product 780 high quality electronics item
Product 781,SKU763666,Home,2688.77,2234.53,273,47,Product 781 high quality home item
Product 782,SKU025653,Sports,2978.62,1849.7,323,14,Product 782 high quality sports item
Product 783,SKU876541,Home,4109.62,2670.77,420,45,Product 783 high quality home item
Product 784,SKU629000,Home,228.18,179.89,230,22,Product 784 high quality home item
Product 785,SKU518326,Grocery,3226.71,2474.01,464,42,Product 785 high quality grocery item
Product 786,SKU278750,Grocery,2873.92,2042.84,80,15,Product 786 high quality grocery item
Product 787,SKU209859,Beauty,3700.0,2955.06,159,49,Product 787 high quality beauty item
Product 788,SKU893057,Electronics,1985.79,1265.2,134,20,Product 788 high quality electronics item
Product 789,SKU369831,Sports,3710.29,2926.6,16,39,Product 789 high quality sports item
Product 790,SKU234468,Sports,3419.1,2220.0,331,11,Product 790 high quality sports item
Product 791,SKU682614,Grocery,2693.01,1707.95,293,35,Product 791 high quality grocery item
Product 792,SKU961802,Clothing,2811.43,2234.63,122,35,Product 792 high quality clothing item
Product 793,SKU983429,Sports,4411.89,3234.64,442,39,Product 793 high quality sports item
Product 794,SKU624092,Beauty,2452.43,1552.01,276,43,Product 794 high quality beauty item
Product 795,SKU076576,Grocery,711.46,511.93,212,36,Product 795 high quality grocery item
Product 796,SKU314530,Sports,672.41,551.71,415,24,Product 796 high quality sports item
Product 797,SKU298497,Beauty,1430.23,995.28,273,27,Product 797 high quality beauty item
Product 798,SKU753292,Electronics,589.11,445.19,412,23,Product 798 high quality electronics item
Product 799,SKU458144,Home,2528.39,1953.48,45,16,Product 799 high quality home item
Product 800,SKU549186,Home,2026.71,1270.68,97,25,Product 800 high quality home item
Product 801,SKU099028,Beauty,1247.24,872.62,273,25,Product 801 high quality beauty item
Product 802,SKU832130,Grocery,1757.72,1321.32,184,42,Product 802 high quality grocery item
Product 803,SKU986061,Beauty,1010.0,857.56,110,39,Product 803 high quality beauty item
Product 804,SKU470235,Sports,2216.73,1623.03,47,10,Product 804 high quality sports item
Product 805,SKU648737,Grocery,2283.89,1474.14,97,18,Product 805 high quality grocery item
Product 806,SKU153056,Clothing,1018.14,655.63,181,40,Product 806 high quality clothing item
Product 807,SKU426419,Sports,1504.9,1162.98,394,25,Product 807 high quality sports item
Product 808,SKU053203,Electronics,3619.06,2689.48,79,24,Product 808 high quality electronics item
Product 809,SKU483864,Electronics,949.77,751.8,159,41,Product 809 high quality electronics item
Product 810,SKU342460,Clothing,4064.3,2480.97,6,49,Product 810 high quality clothing item
Product 811,SKU525337,Grocery,4630.82,3287.05,57,45,Product 811 high quality grocery item
Product 812,SKU811462,Beauty,595.55,383.02,417,26,Product 812 high quality beauty item
Product 813,SKU253235,Electronics,4291.16,2711.42,6,45,Product 813 high quality electronics item
Product 814,SKU714387,Home,1802.34,1102.32,280,28,Product 814 high quality home item
Product 815,SKU892721,Grocery,4504.97,3292.12,26,13,Product 815 high quality grocery item
Product 816,SKU788788,Beauty,706.29,517.74,288,17,Product 816 high quality beauty item
Product 817,SKU201887,Electronics,4755.12,3663.59,152,15,Product 817 high quality electronics item
Product 818,SKU291362,Home,2364.66,1836.45,362,39,Product 818 high quality home item
Product 819,SKU720244,Home,3460.01,2936.18,485,13,Product 819 high quality home item
Product 820,SKU157614,Beauty,856.61,621.72,33,50,Product 820 high quality beauty item
Product 821,SKU966719,Clothing,4986.29,3651.02,286,25,Product 821 high quality clothing item
Product 822,SKU827534,Clothing,4485.44,3606.69,247,44,Product 822 high quality clothing item
Product 823,SKU079880,Home,2455.34,1661.19,25,28,Product 823 high quality home item
Product 824,SKU551172,Sports,792.11,580.09,294,20,Product 824 high quality sports item
Product 825,SKU588962,Electronics,2287.09,1515.17,484,36,Product 825 high quality electronics item
Product 826,SKU442932,Sports,4226.14,2652.59,206,32,Product 826 high quality sports item
Product 827,SKU609890,Beauty,2764.6,2215.1,286,25,Product 827 high quality beauty item
Product 828,SKU850518,Sports,609.4,510.64,52,21,Product 828 high quality sports item
Product 829,SKU131439,Beauty,2651.8,1685.27,217,48,Product 829 high quality beauty item
Product 830,SKU351620,Grocery,4555.38,3288.82,391,27,Product 830 high quality grocery item
Product 831,SKU150719,Clothing,2439.8,1651.1,263,12,Product 831 high quality clothing item
Product 832,SKU511274,Beauty,325.09,270.78,48,46,Product 832 high quality beauty item
Product 833,SKU430064,Sports,158.96,115.24,378,20,Product 833 high quality sports item
Product 834,SKU362756,Clothing,3455.17,2903.83,83,19,Product 834 high quality clothing item
Product 835,SKU214162,Grocery,4987.28,4160.11,273,27,Product 835 high quality grocery item
Product 836,SKU104670,Beauty,1922.1,1565.45,255,47,Product 836 high quality beauty item
Product 837,SKU244978,Grocery,2796.96,2237.85,200,44,Product 837 high quality grocery item
Product 838,SKU565515,Clothing,2014.59,1272.49,396,21,Product 838 high quality clothing item
Product 839,SKU782935,Grocery,4514.31,3121.63,479,50,Product 839 high quality grocery item
Product 840,SKU122139,Beauty,1508.59,1195.26,49,42,Product 840 high quality beauty item
Product 841,SKU789368,Beauty,3848.01,2373.72,456,44,Product 841 high quality beauty item
Product 842,SKU965671,Electronics,2522.95,1795.71,162,26,Product 842 high quality electronics item
Product 843,SKU877256,Home,533.06,430.59,419,34,Product 843 high quality home item
Product 844,SKU927136,Sports,3354.61,2845.93,33,20,Product 844 high quality sports item
Product 845,SKU032643,Sports,4160.14,3067.99,51,28,Product 845 high quality sports item
Product 846,SKU005093,Electronics,3117.04,2109.11,85,43,Product 846 high quality electronics item
Product 847,SKU602154,Electronics,2816.4,2160.33,226,29,Product 847 high quality electronics item
Product 848,SKU179294,Beauty,3641.63,2681.77,313,32,Product 848 high quality beauty item
Product 849,SKU241723,Sports,309.33,212.62,249,20,Product 849 high quality sports item
Product 850,SKU260765,Sports,3879.91,2439.29,21,48,Product 850 high quality sports item
Product 851,SKU310705,Home,2311.24,1495.76,246,25,Product 851 high quality home item
Product 852,SKU186144,Grocery,1929.29,1406.25,405,42,Product 852 high quality grocery item
Product 853,SKU111711,Clothing,4310.92,3469.36,369,48,Product 853 high quality clothing item
Product 854,SKU953011,Beauty,4481.64,2730.54,471,20,Product 854 high quality beauty item
Product 855,SKU463392,Grocery,1364.4,1076.91,264,36,Product 855 high quality grocery item
Product 856,SKU479660,Beauty,3807.07,3206.53,468,48,Product 856 high quality beauty item
Product 857,SKU405750,Beauty,1860.71,1328.85,345,26,Product 857 high quality beauty item
Product 858,SKU972770,Electronics,4189.58,2533.51,240,32,Product 858 high quality electronics item
Product 859,SKU383047,Electronics,257.94,191.56,148,11,Product 859 high quality electronics item
Product 860,SKU468563,Sports,4645.71,2899.31,423,26,Product 860 high quality sports item
Product 861,SKU255934,Sports,4285.32,3125.96,158,26,Product 861 high quality sports item
Product 862,SKU794961,Electronics,928.69,710.64,132,10,Product 862 high quality electronics item
Product 863,SKU263907,Sports,1122.19,880.16,115,31,Product 863 high quality sports item
Product 864,SKU883017,Clothing,3748.15,2713.7,82,16,Product 864 high quality clothing item
Product 865,SKU056743,Electronics,2040.67,1473.57,193,23,Product 865 high quality electronics item
Product 866,SKU559701,Beauty,1232.28,941.31,191,49,Product 866 high quality beauty item
Product 867,SKU201504,Sports,3677.42,2901.5,67,21,Product 867 high quality sports item
Product 868,SKU467468,Beauty,925.84,698.05,280,46,Product 868 high quality beauty item
Product 869,SKU397332,Sports,3210.5,2557.4,421,46,Product 869 high quality sports item
Product 870,SKU722668,Grocery,3080.12,2305.85,316,49,Product 870 high quality grocery item
Product 871,SKU923690,Sports,1039.17,728.46,412,50,Product 871 high quality sports item
Product 872,SKU409038,Sports,4177.74,2765.5,153,19,Product 872 high quality sports item
Product 873,SKU488179,Electronics,2101.92,1545.91,171,10,Product 873 high quality electronics item
Product 874,SKU239793,Home,3806.56,2991.55,75,14,Product 874 high quality home item
Product 875,SKU825345,Clothing,1259.63,913.05,107,40,Product 875 high quality clothing item
Product 876,SKU360997,Sports,4677.28,3930.12,260,16,Product 876 high quality sports item
Product 877,SKU195713,Sports,4547.05,3297.67,421,23,Product 877 high quality sports item
Product 878,SKU119012,Clothing,1235.13,744.92,246,33,Product 878 high quality clothing item
Product 879,SKU946672,Sports,1769.47,1349.16,92,11,Product 879 high quality sports item
Product 880,SKU542366,Clothing,1433.09,1159.68,491,37,Product 880 high quality clothing item
Product 881,SKU284163,Electronics,4278.48,3488.72,215,37,Product 881 high quality electronics item
Product 882,SKU104042,Sports,4460.3,2837.36,193,36,Product 882 high quality sports item
Product 883,SKU257662,Home,3024.46,2423.87,275,26,Product 883 high quality home item
Product 884,SKU919650,Grocery,2004.02,1465.18,224,20,Product 884 high quality grocery item
Product 885,SKU959697,Electronics,1111.48,924.45,58,28,Product 885 high quality electronics item
Product 886,SKU653143,Clothing,4306.66,3321.91,411,40,Product 886 high quality clothing item
Product 887,SKU607990,Clothing,3589.8,3046.4,185,10,Product 887 high quality clothing item
Product 888,SKU623789,Grocery,862.2,624.77,338,23,Product 888 high quality grocery item
Product 889,SKU299968,Grocery,2346.78,1790.29,309,27,Product 889 high quality grocery item
Product 890,SKU826675,Beauty,2942.6,2321.7,429,35,Product 890 high quality beauty item
Product 891,SKU307641,Electronics,4476.12,3029.78,233,43,Product 891 high quality electronics item
Product 892,SKU946782,Sports,3430.25,2582.01,99,16,Product 892 high quality sports item
Product 893,SKU605150,Beauty,815.7,581.72,410,28,Product 893 high quality beauty item
Product 894,SKU171252,Clothing,841.9,523.79,213,38,Product 894 high quality clothing item
Product 895,SKU469738,Beauty,161.16,99.54,422,40,Product 895 high quality beauty item
Product 896,SKU904415,Electronics,308.88,237.05,341,21,Product 896 high quality electronics item
Product 897,SKU429092,Sports,3567.85,2990.7,303,15,Product 897 high quality sports item
Product 898,SKU255985,Sports,3824.67,2551.24,22,38,Product 898 high quality sports item
Product 899,SKU475390,Sports,4850.8,3345.87,109,10,Product 899 high quality sports item
Product 900,SKU780843,Clothing,4942.36,3114.88,79,43,Product 900 high quality clothing item
Product 901,SKU263687,Beauty,328.52,204.65,457,23,Product 901 high quality beauty item
Product 902,SKU841907,Electronics,4675.28,3548.85,104,40,Product 902 high quality electronics item
Product 903,SKU045542,Electronics,2743.76,1920.64,289,26,Product 903 high quality electronics item
Product 904,SKU168400,Sports,558.73,383.12,316,19,Product 904 high quality sports item
Product 905,SKU366780,Clothing,1708.0,1387.5,80,11,Product 905 high quality clothing item
Product 906,SKU090463,Sports,388.61,249.96,4,29,Product 906 high quality sports item
Product 907,SKU019574,Beauty,3497.42,2192.57,230,40,Product 907 high quality beauty item
Product 908,SKU734260,Sports,2675.97,1933.91,454,31,Product 908 high quality sports item
Product 909,SKU932653,Sports,436.41,363.39,468,18,Product 909 high quality sports item
Product 910,SKU636642,Grocery,3066.97,2397.64,152,13,Product 910 high quality grocery item
Product 911,SKU001331,Home,3402.8,2059.89,271,41,Product 911 high quality home item
Product 912,SKU516936,Sports,3857.44,2448.5,206,48,Product 912 high quality sports item
Product 913,SKU351674,Sports,4269.75,3551.98,460,16,Product 913 high quality sports item
Product 914,SKU951909,Clothing,2569.85,1913.37,287,40,Product 914 high quality clothing item
Product 915,SKU099460,Beauty,1812.36,1196.33,463,17,Product 915 high quality beauty item
Product 916,SKU719669,Beauty,292.09,178.94,57,20,Product 916 high quality beauty item
Product 917,SKU816718,Clothing,2613.76,1722.03,457,27,Product 917 high quality clothing item
Product 918,SKU584856,Clothing,1691.14,1017.91,272,31,Product 918 high quality clothing item
Product 919,SKU274467,Beauty,446.79,287.3,494,36,Product 919 high quality beauty item
Product 920,SKU612496,Beauty,4504.27,2956.61,263,37,Product 920 high quality beauty item
Product 921,SKU167161,Beauty,2314.98,1618.43,407,46,Product 921 high quality beauty item
Product 922,SKU150241,Electronics,339.1,255.26,148,30,Product 922 high quality electronics item
Product 923,SKU788403,Clothing,1716.85,1375.88,15,45,Product 923 high quality clothing item
Product 924,SKU404769,Home,3117.03,2260.75,388,50,Product 924 high quality home item
Product 925,SKU726064,Sports,2860.79,2118.78,244,48,Product 925 high quality sports item
Product 926,SKU729777,Home,3482.62,2661.48,373,49,Product 926 high quality home item
Product 927,SKU651072,Grocery,3706.16,2912.01,198,36,Product 927 high quality grocery item
Product 928,SKU632294,Beauty,3780.49,2959.79,106,44,Product 928 high quality beauty item
Product 929,SKU579175,Grocery,375.39,237.85,387,18,Product 929 high quality grocery item
Product 930,SKU878476,Sports,3990.89,2973.31,90,28,Product 930 high quality sports item
Product 931,SKU934510,Electronics,3860.28,3179.27,196,49,Product 931 high quality electronics item
Product 932,SKU328657,Grocery,4157.27,2912.55,493,33,Product 932 high quality grocery item
Product 933,SKU328807,Sports,2442.93,2063.28,31,37,Product 933 high quality sports item
Product 934,SKU925827,Electronics,2336.11,1674.09,36,22,Product 934 high quality electronics item
Product 935,SKU112386,Sports,3922.1,2736.31,375,20,Product 935 high quality sports item
Product 936,SKU068778,Home,203.33,165.63,403,37,Product 936 high quality home item
Product 937,SKU804406,Clothing,3530.3,2452.84,124,38,Product 937 high quality clothing item
Product 938,SKU437705,Grocery,2852.59,2202.21,126,25,Product 938 high quality grocery item
Product 939,SKU216208,Sports,2642.39,1713.08,301,12,Product 939 high quality sports item
Product 940,SKU804936,Grocery,2107.21,1329.15,3,50,Product 940 high quality grocery item
Product 941,SKU558267,Grocery,2749.94,1962.7,157,29,Product 941 high quality grocery item
Product 942,SKU565934,Sports,2351.47,1926.36,237,18,Product 942 high quality sports item
Product 943,SKU023334,Grocery,2340.85,1959.73,134,30,Product 943 high quality grocery item
Product 944,SKU507271,Clothing,3871.35,3094.88,220,26,Product 944 high quality clothing item
Product 945,SKU422545,Sports,358.34,284.3,164,35,Product 945 high quality sports item
Product 946,SKU799945,Electronics,4155.12,2969.25,232,20,Product 946 high quality electronics item
Product 947,SKU907623,Grocery,3875.74,2803.78,311,28,Product 947 high quality grocery item
Product 948,SKU585976,Clothing,2275.81,1763.48,75,25,Product 948 high quality clothing item
Product 949,SKU412597,Electronics,1322.53,917.82,328,47,Product 949 high quality electronics item
Product 950,SKU717679,Sports,476.02,340.76,247,43,Product 950 high quality sports item
Product 951,SKU793976,Sports,1166.28,929.07,50,43,Product 951 high quality sports item
Product 952,SKU253844,Electronics,1445.99,871.46,210,19,Product 952 high quality electronics item
Product 953,SKU361411,Electronics,2595.61,1910.81,384,11,Product 953 high quality electronics item
Product 954,SKU134667,Clothing,2642.74,2063.37,135,41,Product 954 high quality clothing item
Product 955,SKU017929,Beauty,4577.9,3792.36,259,45,Product 955 high quality beauty item
Product 956,SKU346586,Sports,4005.4,2690.71,118,20,Product 956 high quality sports item
Product 957,SKU109468,Electronics,745.51,541.78,15,45,Product 957 high quality electronics item
Product 958,SKU147626,Clothing,3029.87,2355.36,195,23,Product 958 high quality clothing item
Product 959,SKU014441,Electronics,957.94,708.58,370,37,Product 959 high quality electronics item
Product 960,SKU648396,Grocery,4872.53,3458.8,158,22,Product 960 high quality grocery item
Product 961,SKU607985,Home,1321.68,865.42,230,36,Product 961 high quality home item
Product 962,SKU246221,Sports,2712.27,2059.51,217,27,Product 962 high quality sports item
Product 963,SKU328732,Grocery,4664.46,3583.74,375,27,Product 963 high quality grocery item
Product 964,SKU013294,Clothing,1450.7,1091.86,94,14,Product 964 high quality clothing item
Product 965,SKU703553,Home,727.61,454.17,85,11,Product 965 high quality home item
Product 966,SKU026599,Sports,4225.23,2927.02,401,24,Product 966 high quality sports item
Product 967,SKU910419,Home,3309.79,2530.94,121,30,Product 967 high quality home item
Product 968,SKU288751,Clothing,3068.15,2382.9,119,50,Product 968 high quality clothing item
Product 969,SKU802286,Grocery,914.6,721.11,9,32,Product 969 high quality grocery item
Product 970,SKU610697,Home,1563.41,1225.26,351,35,Product 970 high quality home item
Product 971,SKU320155,Grocery,955.49,723.98,212,28,Product 971 high quality grocery item
Product 972,SKU463552,Grocery,4203.25,3465.89,155,37,Product 972 high quality grocery item
Product 973,SKU051082,Beauty,600.64,460.41,411,39,Product 973 high quality beauty item
Product 974,SKU941565,Grocery,1745.12,1223.87,50,23,Product 974 high quality grocery item
Product 975,SKU129358,Electronics,3974.93,2982.67,442,46,Product 975 high quality electronics item
Product 976,SKU780402,Grocery,687.52,529.83,404,31,Product 976 high quality grocery item
Product 977,SKU965448,Beauty,4733.71,3173.25,12,21,Product 977 high quality beauty item
Product 978,SKU288466,Sports,2536.7,1878.91,222,18,Product 978 high quality sports item
Product 979,SKU504889,Beauty,208.22,157.19,157,13,Product 979 high quality beauty item
Product 980,SKU349841,Clothing,1595.83,1308.54,166,33,Product 980 high quality clothing item
Product 981,SKU583442,Beauty,2955.44,1998.24,185,46,Product 981 high quality beauty item
Product 982,SKU823106,Home,1129.38,806.32,271,13,Product 982 high quality home item
Product 983,SKU671921,Sports,4137.07,2660.1,235,34,Product 983 high quality sports item
Product 984,SKU293101,Grocery,486.46,318.18,298,19,Product 984 high quality grocery item
Product 985,SKU526927,Electronics,1427.25,956.47,145,34,Product 985 high quality electronics item
Product 986,SKU102393,Electronics,1568.02,1103.21,77,15,Product 986 high quality electronics item
Product 987,SKU836764,Clothing,1101.05,841.29,442,27,Product 987 high quality clothing item
Product 988,SKU224603,Beauty,4773.56,3801.86,471,42,Product 988 high quality beauty item
Product 989,SKU470376,Sports,638.56,479.38,453,15,Product 989 high quality sports item
Product 990,SKU303882,Clothing,2609.16,2145.4,495,13,Product 990 high quality clothing item
Product 991,SKU198586,Clothing,780.42,606.1,265,32,Product 991 high quality clothing item
Product 992,SKU460004,Sports,3654.6,2835.93,59,47,Product 992 high quality sports item
Product 993,SKU382856,Electronics,373.5,278.99,282,50,Product 993 high quality electronics item
Product 994,SKU452668,Sports,4021.35,3208.22,78,33,Product 994 high quality sports item
Product 995,SKU345421,Electronics,3684.91,2661.61,193,34,Product 995 high quality electronics item
Product 996,SKU821098,Beauty,3477.95,2607.16,381,12,Product 996 high quality beauty item
Product 997,SKU878008,Clothing,1437.73,1082.51,240,42,Product 997 high quality clothing item
Product 998,SKU972438,Clothing,1253.37,857.24,326,41,Product 998 high quality clothing item
Product 999,SKU016043,Beauty,377.65,246.87,472,46,Product 999 high quality beauty item
Product 1000,SKU666756,Home,4497.25,2809.99,242,43,Product 1000 high quality home item
